harpnum,timestamp,goes_class
3366,2013-11-15 12:00:00,C8.6
3366,2013-11-16 00:00:00,C8.6
3366,2013-11-16 12:00:00,
3366,2013-11-17 00:00:00,C3.4
3366,2013-11-17 12:00:00,C3.4
3366,2013-11-18 00:00:00,C2.8
3366,2013-11-18 12:00:00,C1.8
3366,2013-11-19 00:00:00,C1.8
3366,2013-11-19 12:00:00,C4.6
3366,2013-11-20 00:00:00,C6.4
3366,2013-11-20 12:00:00,C6.4
3366,2013-11-21 00:00:00,C1.8
3366,2013-11-21 12:00:00,
3366,2013-11-22 00:00:00,
3366,2013-11-22 12:00:00,C2.7
3366,2013-11-23 00:00:00,C2.7
3376,2013-11-12 00:00:00,C1.2
3376,2013-11-12 12:00:00,C1.2
3376,2013-11-13 00:00:00,C3.1
3376,2013-11-13 12:00:00,C3.5
3376,2013-11-14 00:00:00,C3.5
3376,2013-11-14 12:00:00,M1.0
3376,2013-11-15 00:00:00,M1.0
3376,2013-11-15 12:00:00,
3376,2013-11-16 00:00:00,
3376,2013-11-16 12:00:00,
3376,2013-11-17 00:00:00,C1.7
3376,2013-11-17 12:00:00,C1.7
3376,2013-11-18 00:00:00,
3376,2013-11-18 12:00:00,
3376,2013-11-19 00:00:00,
3376,2013-11-19 12:00:00,
3376,2013-11-20 00:00:00,
3376,2013-11-20 12:00:00,
3376,2013-11-21 00:00:00,
3376,2013-11-21 12:00:00,
3376,2013-11-22 00:00:00,
3376,2013-11-22 12:00:00,M1.1
3376,2013-11-23 00:00:00,M1.1
3376,2013-11-23 12:00:00,M1.0
3376,2013-11-24 00:00:00,C4.7
3376,2013-11-24 12:00:00,C3.1
3376,2013-11-25 00:00:00,C2.0
3415,2013-11-21 00:00:00,
3415,2013-11-21 12:00:00,
3415,2013-11-22 00:00:00,
3415,2013-11-22 12:00:00,
3415,2013-11-23 00:00:00,
3415,2013-11-23 12:00:00,
3415,2013-11-24 00:00:00,
3415,2013-11-24 12:00:00,
3420,2013-11-22 00:00:00,C3.6
3420,2013-11-22 12:00:00,C3.6
3420,2013-11-23 00:00:00,C3.3
3420,2013-11-23 12:00:00,C3.3
3420,2013-11-24 00:00:00,
3420,2013-11-24 12:00:00,
3420,2013-11-25 00:00:00,
3420,2013-11-25 12:00:00,
3420,2013-11-26 00:00:00,
3432,2013-11-25 00:00:00,
3432,2013-11-25 12:00:00,
3432,2013-11-26 00:00:00,
3432,2013-11-26 12:00:00,
3432,2013-11-27 00:00:00,
3432,2013-11-27 12:00:00,B8.5
3448,2013-11-30 00:00:00,
3448,2013-11-30 12:00:00,
3448,2013-12-01 00:00:00,
3448,2013-12-01 12:00:00,
3448,2013-12-02 00:00:00,
3448,2013-12-02 12:00:00,
3457,2013-12-01 00:00:00,C1.3
3457,2013-12-01 12:00:00,C1.3
3473,2013-12-06 00:00:00,C4.3
3473,2013-12-06 12:00:00,C4.3
3473,2013-12-07 00:00:00,C2.1
3473,2013-12-07 12:00:00,C2.1
3473,2013-12-08 00:00:00,C1.3
3473,2013-12-08 12:00:00,C2.9
3473,2013-12-09 00:00:00,C2.9
3473,2013-12-09 12:00:00,
3473,2013-12-10 00:00:00,
3473,2013-12-10 12:00:00,
3473,2013-12-11 00:00:00,C2.7
3473,2013-12-11 12:00:00,C3.4
3473,2013-12-12 00:00:00,C3.4
3473,2013-12-12 12:00:00,C4.8
3473,2013-12-13 00:00:00,C4.8
3473,2013-12-13 12:00:00,C2.3
3473,2013-12-14 00:00:00,C2.3
3473,2013-12-14 12:00:00,C1.6
3473,2013-12-15 00:00:00,C1.3
3483,2013-12-08 00:00:00,
3483,2013-12-08 12:00:00,
3483,2013-12-09 00:00:00,C2.6
3483,2013-12-09 12:00:00,C2.6
3483,2013-12-10 00:00:00,C1.9
3483,2013-12-10 12:00:00,
3483,2013-12-11 00:00:00,
3483,2013-12-11 12:00:00,
3497,2013-12-11 00:00:00,
3497,2013-12-11 12:00:00,
3497,2013-12-12 00:00:00,
3497,2013-12-12 12:00:00,
3497,2013-12-13 00:00:00,
3497,2013-12-13 12:00:00,C1.1
3497,2013-12-14 00:00:00,C1.4
3497,2013-12-14 12:00:00,C1.4
3497,2013-12-15 00:00:00,
3497,2013-12-15 12:00:00,
3497,2013-12-16 00:00:00,
3497,2013-12-16 12:00:00,
3497,2013-12-17 00:00:00,
3497,2013-12-17 12:00:00,
3497,2013-12-18 00:00:00,
3497,2013-12-18 12:00:00,C1.8
3497,2013-12-19 00:00:00,C2.2
3497,2013-12-19 12:00:00,C2.2
3497,2013-12-20 00:00:00,C8.5
3497,2013-12-20 12:00:00,C9.2
3497,2013-12-21 00:00:00,C9.2
3497,2013-12-21 12:00:00,M1.9
3497,2013-12-22 00:00:00,M3.3
3497,2013-12-22 12:00:00,M3.3
3497,2013-12-23 00:00:00,M1.6
3497,2013-12-23 12:00:00,C5.3
3497,2013-12-24 00:00:00,C1.7
3497,2013-12-24 12:00:00,C4.7
3497,2013-12-25 00:00:00,C4.7
3515,2013-12-16 00:00:00,
3515,2013-12-16 12:00:00,
3515,2013-12-17 00:00:00,
3520,2013-12-18 00:00:00,
3520,2013-12-18 12:00:00,
3520,2013-12-19 00:00:00,M3.5
3520,2013-12-19 12:00:00,M3.5
3520,2013-12-20 00:00:00,M1.6
3520,2013-12-20 12:00:00,
3520,2013-12-21 00:00:00,
3520,2013-12-21 12:00:00,C6.4
3520,2013-12-22 00:00:00,M1.6
3520,2013-12-22 12:00:00,M1.6
3520,2013-12-23 00:00:00,C1.7
3520,2013-12-23 12:00:00,
3520,2013-12-24 00:00:00,
3520,2013-12-24 12:00:00,
3520,2013-12-25 00:00:00,C1.3
3520,2013-12-25 12:00:00,C2.2
3535,2013-12-22 00:00:00,
3535,2013-12-22 12:00:00,
3535,2013-12-23 00:00:00,C8.4
3535,2013-12-23 12:00:00,C8.4
3535,2013-12-24 00:00:00,C1.5
3535,2013-12-24 12:00:00,C1.5
3535,2013-12-25 00:00:00,C1.7
3535,2013-12-25 12:00:00,C1.7
3535,2013-12-26 00:00:00,C1.3
3535,2013-12-26 12:00:00,C1.1
3535,2013-12-27 00:00:00,C4.4
3535,2013-12-27 12:00:00,C4.4
3535,2013-12-28 00:00:00,C9.3
3535,2013-12-28 12:00:00,M3.1
3535,2013-12-29 00:00:00,M3.1
3535,2013-12-29 12:00:00,C5.4
3535,2013-12-30 00:00:00,C2.4
3535,2013-12-30 12:00:00,C5.6
3535,2013-12-31 00:00:00,M6.4
3535,2013-12-31 12:00:00,M6.4
3535,2014-01-01 00:00:00,M9.9
3535,2014-01-01 12:00:00,M9.9
3535,2014-01-02 00:00:00,C2.5
3535,2014-01-02 12:00:00,C2.5
3535,2014-01-03 00:00:00,
3535,2014-01-03 12:00:00,
3535,2014-01-04 00:00:00,M1.9
3535,2014-01-04 12:00:00,M1.9
3535,2014-01-05 00:00:00,
3542,2013-12-25 00:00:00,
3542,2013-12-25 12:00:00,
3542,2013-12-26 00:00:00,
3563,2013-12-30 00:00:00,
3563,2013-12-30 12:00:00,
3563,2013-12-31 00:00:00,
3563,2013-12-31 12:00:00,C2.1
3563,2014-01-01 00:00:00,C6.5
3563,2014-01-01 12:00:00,M1.7
3563,2014-01-02 00:00:00,M1.7
3563,2014-01-02 12:00:00,M1.2
3563,2014-01-03 00:00:00,M1.1
3563,2014-01-03 12:00:00,M1.3
3563,2014-01-04 00:00:00,M1.3
3563,2014-01-04 12:00:00,C9.4
3563,2014-01-05 00:00:00,C6.6
3563,2014-01-05 12:00:00,C7.1
3563,2014-01-06 00:00:00,C7.1
3563,2014-01-06 12:00:00,M7.2
3563,2014-01-07 00:00:00,X1.2
3563,2014-01-07 12:00:00,X1.2
3563,2014-01-08 00:00:00,C3.4
3563,2014-01-08 12:00:00,C3.4
3563,2014-01-09 00:00:00,
3563,2014-01-09 12:00:00,C1.4
3563,2014-01-10 00:00:00,C1.4
3563,2014-01-10 12:00:00,C4.4
3563,2014-01-11 00:00:00,C6.5
3563,2014-01-11 12:00:00,C6.5
3563,2014-01-12 00:00:00,C3.9
3563,2014-01-12 12:00:00,
3563,2014-01-13 00:00:00,M1.3
3563,2014-01-13 12:00:00,M1.3
3563,2014-01-14 00:00:00,C3.2
3563,2014-01-14 12:00:00,C3.2
3563,2014-01-15 00:00:00,
3580,2014-01-04 00:00:00,
3580,2014-01-04 12:00:00,
3580,2014-01-05 00:00:00,
3580,2014-01-05 12:00:00,
3587,2014-01-05 00:00:00,
3587,2014-01-05 12:00:00,
3587,2014-01-06 00:00:00,
3587,2014-01-06 12:00:00,
3587,2014-01-07 00:00:00,C7.4
3604,2014-01-08 00:00:00,
3604,2014-01-08 12:00:00,
3604,2014-01-09 00:00:00,
3608,2014-01-08 00:00:00,
3608,2014-01-08 12:00:00,
3608,2014-01-09 00:00:00,
3631,2014-01-14 00:00:00,
3631,2014-01-14 12:00:00,
3631,2014-01-15 00:00:00,
3631,2014-01-15 12:00:00,
3647,2014-01-17 00:00:00,C8.9
3647,2014-01-17 12:00:00,C8.9
3647,2014-01-18 00:00:00,C6.0
3647,2014-01-18 12:00:00,C2.7
3647,2014-01-19 00:00:00,C2.7
3647,2014-01-19 12:00:00,C3.4
3647,2014-01-20 00:00:00,C3.6
3647,2014-01-20 12:00:00,C3.6
3647,2014-01-21 00:00:00,C1.2
3647,2014-01-21 12:00:00,C1.2
3647,2014-01-22 00:00:00,B8.3
3647,2014-01-22 12:00:00,B8.3
3647,2014-01-23 00:00:00,
3647,2014-01-23 12:00:00,
3647,2014-01-24 00:00:00,C1.5
3647,2014-01-24 12:00:00,C1.5
3647,2014-01-25 00:00:00,
3647,2014-01-25 12:00:00,C6.1
3647,2014-01-26 00:00:00,C6.1
3647,2014-01-26 12:00:00,C2.3
3647,2014-01-27 00:00:00,C2.3
3647,2014-01-27 12:00:00,
3647,2014-01-28 00:00:00,
3647,2014-01-28 12:00:00,
3647,2014-01-29 00:00:00,
3647,2014-01-29 12:00:00,
3647,2014-01-30 00:00:00,
3647,2014-01-30 12:00:00,
3647,2014-01-31 00:00:00,
3647,2014-01-31 12:00:00,
3647,2014-02-01 00:00:00,
3648,2014-01-17 00:00:00,
3648,2014-01-17 12:00:00,
3686,2014-01-26 00:00:00,C1.5
3686,2014-01-26 12:00:00,C3.3
3686,2014-01-27 00:00:00,M4.9
3686,2014-01-27 12:00:00,M4.9
3686,2014-01-28 00:00:00,M4.9
3686,2014-01-28 12:00:00,M4.9
3686,2014-01-29 00:00:00,C7.3
3686,2014-01-29 12:00:00,M2.1
3686,2014-01-30 00:00:00,M6.6
3686,2014-01-30 12:00:00,M6.6
3686,2014-01-31 00:00:00,C6.3
3686,2014-01-31 12:00:00,M3.0
3686,2014-02-01 00:00:00,M3.0
3686,2014-02-01 12:00:00,M4.4
3686,2014-02-02 00:00:00,M4.4
3686,2014-02-02 12:00:00,M3.1
3686,2014-02-03 00:00:00,C7.9
3686,2014-02-03 12:00:00,M5.2
3686,2014-02-04 00:00:00,M5.2
3686,2014-02-04 12:00:00,M1.5
3686,2014-02-05 00:00:00,M1.3
3686,2014-02-05 12:00:00,M1.3
3686,2014-02-06 00:00:00,M1.5
3686,2014-02-06 12:00:00,M2.0
3686,2014-02-07 00:00:00,M2.0
3686,2014-02-07 12:00:00,C3.0
3686,2014-02-08 00:00:00,C8.6
3686,2014-02-08 12:00:00,C8.6
3686,2014-02-09 00:00:00,C5.2
3686,2014-02-09 12:00:00,C5.2
3686,2014-02-10 00:00:00,
3688,2014-01-27 00:00:00,C6.0
3688,2014-01-27 12:00:00,
3688,2014-01-28 00:00:00,
3688,2014-01-28 12:00:00,C4.2
3688,2014-01-29 00:00:00,C4.2
3688,2014-01-29 12:00:00,
3688,2014-01-30 00:00:00,
3688,2014-01-30 12:00:00,
3688,2014-01-31 00:00:00,M1.1
3688,2014-01-31 12:00:00,M1.1
3688,2014-02-01 00:00:00,
3688,2014-02-01 12:00:00,M2.6
3688,2014-02-02 00:00:00,M2.6
3688,2014-02-02 12:00:00,C8.4
3688,2014-02-03 00:00:00,C3.7
3688,2014-02-03 12:00:00,M3.8
3688,2014-02-04 00:00:00,M3.8
3688,2014-02-04 12:00:00,C7.5
3688,2014-02-05 00:00:00,C4.4
3688,2014-02-05 12:00:00,C7.0
3688,2014-02-06 00:00:00,C7.0
3688,2014-02-06 12:00:00,M1.9
3688,2014-02-07 00:00:00,M1.9
3688,2014-02-07 12:00:00,C2.5
3688,2014-02-08 00:00:00,C2.5
3688,2014-02-08 12:00:00,
3703,2014-02-01 00:00:00,
3711,2014-02-02 00:00:00,
3719,2014-02-04 00:00:00,
3719,2014-02-04 12:00:00,
3719,2014-02-05 00:00:00,
3719,2014-02-05 12:00:00,
3719,2014-02-06 00:00:00,
3719,2014-02-06 12:00:00,
3721,2014-02-04 00:00:00,
3721,2014-02-04 12:00:00,
3721,2014-02-05 00:00:00,
3721,2014-02-05 12:00:00,
3721,2014-02-06 00:00:00,
3721,2014-02-06 12:00:00,
3721,2014-02-07 00:00:00,
3721,2014-02-07 12:00:00,
3721,2014-02-08 00:00:00,
3721,2014-02-08 12:00:00,C2.3
3721,2014-02-09 00:00:00,C2.3
3721,2014-02-09 12:00:00,C2.5
3721,2014-02-10 00:00:00,C2.5
3721,2014-02-10 12:00:00,M1.7
3721,2014-02-11 00:00:00,M1.8
3721,2014-02-11 12:00:00,M3.7
3721,2014-02-12 00:00:00,M3.7
3721,2014-02-12 12:00:00,M2.1
3721,2014-02-13 00:00:00,M1.7
3721,2014-02-13 12:00:00,M2.3
3721,2014-02-14 00:00:00,M2.3
3721,2014-02-14 12:00:00,M1.6
3721,2014-02-15 00:00:00,C2.2
3721,2014-02-15 12:00:00,C1.5
3721,2014-02-16 00:00:00,C1.5
3721,2014-02-16 12:00:00,
3721,2014-02-17 00:00:00,
3721,2014-02-17 12:00:00,
3721,2014-02-18 00:00:00,
3721,2014-02-18 12:00:00,
3721,2014-02-19 00:00:00,
3730,2014-02-07 00:00:00,
3730,2014-02-07 12:00:00,
3730,2014-02-08 00:00:00,C1.9
3730,2014-02-08 12:00:00,C1.9
3730,2014-02-09 00:00:00,
3730,2014-02-09 12:00:00,
3730,2014-02-10 00:00:00,
3730,2014-02-10 12:00:00,
3730,2014-02-11 00:00:00,
3730,2014-02-11 12:00:00,
3730,2014-02-12 00:00:00,
3740,2014-02-10 00:00:00,
3740,2014-02-10 12:00:00,
3740,2014-02-11 00:00:00,
3740,2014-02-11 12:00:00,
3740,2014-02-12 00:00:00,
3740,2014-02-12 12:00:00,C3.6
3740,2014-02-13 00:00:00,C3.6
3740,2014-02-13 12:00:00,
3740,2014-02-14 00:00:00,
3766,2014-02-16 00:00:00,
3766,2014-02-16 12:00:00,
3766,2014-02-17 00:00:00,
3766,2014-02-17 12:00:00,C3.3
3766,2014-02-18 00:00:00,C3.3
3766,2014-02-18 12:00:00,C3.0
3766,2014-02-19 00:00:00,C4.6
3766,2014-02-19 12:00:00,C4.6
3766,2014-02-20 00:00:00,C3.3
3766,2014-02-20 12:00:00,
3766,2014-02-21 00:00:00,
3766,2014-02-21 12:00:00,C1.7
3766,2014-02-22 00:00:00,C1.7
3766,2014-02-22 12:00:00,
3766,2014-02-23 00:00:00,C1.6
3766,2014-02-23 12:00:00,C2.3
3766,2014-02-24 00:00:00,C5.0
3766,2014-02-24 12:00:00,C5.0
3766,2014-02-25 00:00:00,C2.2
3766,2014-02-25 12:00:00,C3.0
3766,2014-02-26 00:00:00,M1.1
3766,2014-02-26 12:00:00,M1.1
3766,2014-02-27 00:00:00,C4.2
3766,2014-02-27 12:00:00,C8.1
3766,2014-02-28 00:00:00,C8.1
3766,2014-02-28 12:00:00,C2.4
3779,2014-02-18 00:00:00,
3779,2014-02-18 12:00:00,
3779,2014-02-19 00:00:00,
3779,2014-02-19 12:00:00,
3779,2014-02-20 00:00:00,
3779,2014-02-20 12:00:00,
3779,2014-02-21 00:00:00,
3784,2014-02-21 00:00:00,
3784,2014-02-21 12:00:00,
3784,2014-02-22 00:00:00,
3784,2014-02-22 12:00:00,C2.4
3784,2014-02-23 00:00:00,C2.6
3784,2014-02-23 12:00:00,C2.6
3784,2014-02-24 00:00:00,
3784,2014-02-24 12:00:00,C5.0
3784,2014-02-25 00:00:00,C5.0
3784,2014-02-25 12:00:00,
3784,2014-02-26 00:00:00,
3784,2014-02-26 12:00:00,
3784,2014-02-27 00:00:00,
3784,2014-02-27 12:00:00,C2.2
3784,2014-02-28 00:00:00,C2.7
3784,2014-02-28 12:00:00,C4.3
3793,2014-02-23 00:00:00,
3793,2014-02-23 12:00:00,M1.2
3793,2014-02-24 00:00:00,M1.3
3793,2014-02-24 12:00:00,X4.9
3793,2014-02-25 00:00:00,X4.9
3793,2014-02-25 12:00:00,
3793,2014-02-26 00:00:00,
3793,2014-02-26 12:00:00,C3.1
3793,2014-02-27 00:00:00,C3.1
3793,2014-02-27 12:00:00,
3793,2014-02-28 00:00:00,
3804,2014-02-25 00:00:00,
3804,2014-02-25 12:00:00,
3804,2014-02-26 00:00:00,
3804,2014-02-26 12:00:00,C5.7
3804,2014-02-27 00:00:00,C5.7
3804,2014-02-27 12:00:00,M1.1
3804,2014-02-28 00:00:00,M1.1
3804,2014-02-28 12:00:00,C1.9
3804,2014-03-01 00:00:00,C1.9
3804,2014-03-01 12:00:00,C2.4
3804,2014-03-02 00:00:00,C2.4
3804,2014-03-02 12:00:00,C2.0
3804,2014-03-03 00:00:00,C2.0
3804,2014-03-03 12:00:00,C8.3
3804,2014-03-04 00:00:00,C8.3
3804,2014-03-04 12:00:00,M1.0
3804,2014-03-05 00:00:00,M1.0
3804,2014-03-05 12:00:00,
3804,2014-03-06 00:00:00,
3813,2014-03-01 00:00:00,
3813,2014-03-01 12:00:00,
3813,2014-03-02 00:00:00,
3813,2014-03-02 12:00:00,
3813,2014-03-03 00:00:00,
3813,2014-03-03 12:00:00,
3813,2014-03-04 00:00:00,
3813,2014-03-04 12:00:00,
3813,2014-03-05 00:00:00,C1.6
3813,2014-03-05 12:00:00,C1.6
3813,2014-03-06 00:00:00,
3813,2014-03-06 12:00:00,
3813,2014-03-07 00:00:00,
3813,2014-03-07 12:00:00,
3813,2014-03-08 00:00:00,
3813,2014-03-08 12:00:00,C2.1
3813,2014-03-09 00:00:00,C2.1
3813,2014-03-09 12:00:00,C6.0
3813,2014-03-10 00:00:00,M1.4
3824,2014-03-04 00:00:00,
3824,2014-03-04 12:00:00,
3845,2014-03-09 00:00:00,
3845,2014-03-09 12:00:00,
3845,2014-03-10 00:00:00,
3845,2014-03-10 12:00:00,
3845,2014-03-11 00:00:00,
3845,2014-03-11 12:00:00,
3845,2014-03-12 00:00:00,
3845,2014-03-12 12:00:00,
3845,2014-03-13 00:00:00,C1.7
3845,2014-03-13 12:00:00,C4.7
3845,2014-03-14 00:00:00,C4.7
3848,2014-03-11 00:00:00,
3848,2014-03-11 12:00:00,
3848,2014-03-12 00:00:00,
3856,2014-03-14 00:00:00,
3856,2014-03-14 12:00:00,
3856,2014-03-15 00:00:00,
3856,2014-03-15 12:00:00,
3856,2014-03-16 00:00:00,
3856,2014-03-16 12:00:00,
3856,2014-03-17 00:00:00,C1.8
3856,2014-03-17 12:00:00,C3.4
3856,2014-03-18 00:00:00,C4.7
3856,2014-03-18 12:00:00,C9.9
3856,2014-03-19 00:00:00,C9.9
3856,2014-03-19 12:00:00,M1.7
3856,2014-03-20 00:00:00,M1.7
3856,2014-03-20 12:00:00,
3856,2014-03-21 00:00:00,C1.5
3856,2014-03-21 12:00:00,C1.5
3856,2014-03-22 00:00:00,C1.9
3856,2014-03-22 12:00:00,C2.9
3856,2014-03-23 00:00:00,C2.9
3856,2014-03-23 12:00:00,C3.5
3856,2014-03-24 00:00:00,C3.5
3856,2014-03-24 12:00:00,C1.4
3856,2014-03-25 00:00:00,C1.4
3856,2014-03-25 12:00:00,C1.1
3856,2014-03-26 00:00:00,C1.2
3856,2014-03-26 12:00:00,C1.3
3856,2014-03-27 00:00:00,C4.8
3856,2014-03-27 12:00:00,C4.8
3856,2014-03-28 00:00:00,C1.0
3856,2014-03-28 12:00:00,C1.4
3856,2014-03-29 00:00:00,C1.4
3856,2014-03-29 12:00:00,C1.2
3856,2014-03-30 00:00:00,C1.2
3877,2014-03-18 00:00:00,
3879,2014-03-18 00:00:00,
3879,2014-03-18 12:00:00,
3879,2014-03-19 00:00:00,C3.3
3879,2014-03-19 12:00:00,C8.3
3879,2014-03-20 00:00:00,C8.3
3879,2014-03-20 12:00:00,C2.9
3879,2014-03-21 00:00:00,C1.8
3879,2014-03-21 12:00:00,C1.3
3879,2014-03-22 00:00:00,C1.5
3879,2014-03-22 12:00:00,C5.0
3879,2014-03-23 00:00:00,C5.0
3879,2014-03-23 12:00:00,C4.5
3879,2014-03-24 00:00:00,C2.3
3879,2014-03-24 12:00:00,C2.0
3879,2014-03-25 00:00:00,
3879,2014-03-25 12:00:00,C1.5
3879,2014-03-26 00:00:00,C1.5
3879,2014-03-26 12:00:00,
3879,2014-03-27 00:00:00,
3879,2014-03-27 12:00:00,
3879,2014-03-28 00:00:00,
3879,2014-03-28 12:00:00,
3879,2014-03-29 00:00:00,C2.1
3879,2014-03-29 12:00:00,C2.1
3879,2014-03-30 00:00:00,C1.0
3879,2014-03-30 12:00:00,M1.4
3894,2014-03-21 00:00:00,
3894,2014-03-21 12:00:00,
3894,2014-03-22 00:00:00,
3894,2014-03-22 12:00:00,C2.6
3894,2014-03-23 00:00:00,C2.6
3894,2014-03-23 12:00:00,C1.3
3894,2014-03-24 00:00:00,
3894,2014-03-24 12:00:00,
3894,2014-03-25 00:00:00,
3894,2014-03-25 12:00:00,
3894,2014-03-26 00:00:00,
3894,2014-03-26 12:00:00,
3894,2014-03-27 00:00:00,
3894,2014-03-27 12:00:00,C1.1
3894,2014-03-28 00:00:00,M2.6
3894,2014-03-28 12:00:00,M2.6
3894,2014-03-29 00:00:00,X1.0
3894,2014-03-29 12:00:00,X1.0
3894,2014-03-30 00:00:00,M2.1
3894,2014-03-30 12:00:00,C7.6
3894,2014-03-31 00:00:00,C1.2
3894,2014-03-31 12:00:00,C1.2
3894,2014-04-01 00:00:00,
3907,2014-03-24 00:00:00,
3912,2014-03-25 00:00:00,
3912,2014-03-25 12:00:00,
3912,2014-03-26 00:00:00,
3912,2014-03-26 12:00:00,
3912,2014-03-27 00:00:00,
3926,2014-03-27 00:00:00,
3926,2014-03-27 12:00:00,
3942,2014-03-30 00:00:00,C2.9
3942,2014-03-30 12:00:00,C2.9
3942,2014-03-31 00:00:00,C3.6
3942,2014-03-31 12:00:00,C3.6
3942,2014-04-01 00:00:00,C1.2
3942,2014-04-01 12:00:00,C3.5
3942,2014-04-02 00:00:00,C3.5
3942,2014-04-02 12:00:00,C1.2
3942,2014-04-03 00:00:00,C1.2
3942,2014-04-03 12:00:00,C3.6
3942,2014-04-04 00:00:00,C3.6
3942,2014-04-04 12:00:00,C1.9
3942,2014-04-05 00:00:00,C1.9
3942,2014-04-05 12:00:00,B6.1
3942,2014-04-06 00:00:00,
3942,2014-04-06 12:00:00,C4.0
3942,2014-04-07 00:00:00,C4.0
3942,2014-04-07 12:00:00,C1.7
3942,2014-04-08 00:00:00,B9.1
3942,2014-04-08 12:00:00,B9.1
3942,2014-04-09 00:00:00,
3942,2014-04-09 12:00:00,
3942,2014-04-10 00:00:00,
3942,2014-04-10 12:00:00,C1.9
3942,2014-04-11 00:00:00,C1.9
3942,2014-04-11 12:00:00,
3942,2014-04-12 00:00:00,
3957,2014-04-01 00:00:00,C2.9
3957,2014-04-01 12:00:00,C2.9
3985,2014-04-07 00:00:00,
3985,2014-04-07 12:00:00,
3985,2014-04-08 00:00:00,
3985,2014-04-08 12:00:00,
3985,2014-04-09 00:00:00,
3985,2014-04-09 12:00:00,
3985,2014-04-10 00:00:00,
3996,2014-04-09 00:00:00,
3996,2014-04-09 12:00:00,
3996,2014-04-10 00:00:00,
3996,2014-04-10 12:00:00,
3996,2014-04-11 00:00:00,
3996,2014-04-11 12:00:00,
3996,2014-04-12 00:00:00,
3996,2014-04-12 12:00:00,
3996,2014-04-13 00:00:00,
3999,2014-04-10 00:00:00,
3999,2014-04-10 12:00:00,
3999,2014-04-11 00:00:00,
3999,2014-04-11 12:00:00,
3999,2014-04-12 00:00:00,
3999,2014-04-12 12:00:00,
3999,2014-04-13 00:00:00,C3.0
3999,2014-04-13 12:00:00,C7.5
3999,2014-04-14 00:00:00,C7.5
3999,2014-04-14 12:00:00,C4.4
3999,2014-04-15 00:00:00,C4.4
3999,2014-04-15 12:00:00,C3.0
3999,2014-04-16 00:00:00,C3.0
3999,2014-04-16 12:00:00,C2.5
3999,2014-04-17 00:00:00,C3.2
3999,2014-04-17 12:00:00,C4.8
3999,2014-04-18 00:00:00,M7.3
3999,2014-04-18 12:00:00,M7.3
3999,2014-04-19 00:00:00,C1.6
3999,2014-04-19 12:00:00,C2.1
3999,2014-04-20 00:00:00,C2.1
3999,2014-04-20 12:00:00,C1.2
3999,2014-04-21 00:00:00,C1.2
3999,2014-04-21 12:00:00,
3999,2014-04-22 00:00:00,
4000,2014-04-10 00:00:00,C4.7
4000,2014-04-10 12:00:00,C9.4
4000,2014-04-11 00:00:00,C9.4
4000,2014-04-11 12:00:00,C5.3
4000,2014-04-12 00:00:00,C5.0
4000,2014-04-12 12:00:00,B9.1
4000,2014-04-13 00:00:00,B9.1
4000,2014-04-13 12:00:00,
4000,2014-04-14 00:00:00,
4000,2014-04-14 12:00:00,C8.6
4000,2014-04-15 00:00:00,C8.6
4000,2014-04-15 12:00:00,C7.3
4000,2014-04-16 00:00:00,M1.0
4000,2014-04-16 12:00:00,M1.0
4000,2014-04-17 00:00:00,C2.4
4000,2014-04-17 12:00:00,C2.4
4000,2014-04-18 00:00:00,
4000,2014-04-18 12:00:00,C1.1
4000,2014-04-19 00:00:00,C1.1
4000,2014-04-19 12:00:00,C2.4
4000,2014-04-20 00:00:00,C2.8
4000,2014-04-20 12:00:00,C2.8
4000,2014-04-21 00:00:00,C5.1
4000,2014-04-21 12:00:00,C8.8
4000,2014-04-22 00:00:00,C8.8
4000,2014-04-22 12:00:00,C4.3
4000,2014-04-23 00:00:00,C5.1
4000,2014-04-23 12:00:00,C5.1
4000,2014-04-24 00:00:00,C2.9
4000,2014-04-24 12:00:00,X1.3
4000,2014-04-25 00:00:00,X1.3
4000,2014-04-25 12:00:00,C1.9
4000,2014-04-26 00:00:00,C2.4
4040,2014-04-18 00:00:00,
4040,2014-04-18 12:00:00,C2.1
4040,2014-04-19 00:00:00,C2.1
4040,2014-04-19 12:00:00,C1.7
4042,2014-04-18 00:00:00,
4042,2014-04-18 12:00:00,C1.6
4042,2014-04-19 00:00:00,C2.0
4042,2014-04-19 12:00:00,C2.0
4042,2014-04-20 00:00:00,
4065,2014-04-24 00:00:00,
4065,2014-04-24 12:00:00,
4065,2014-04-25 00:00:00,
4065,2014-04-25 12:00:00,
4065,2014-04-26 00:00:00,
4065,2014-04-26 12:00:00,
4065,2014-04-27 00:00:00,
4065,2014-04-27 12:00:00,B7.3
4071,2014-04-26 00:00:00,
4071,2014-04-26 12:00:00,
4071,2014-04-27 00:00:00,
4071,2014-04-27 12:00:00,
4071,2014-04-28 00:00:00,
4071,2014-04-28 12:00:00,
4071,2014-04-29 00:00:00,B9.1
4071,2014-04-29 12:00:00,B9.1
4071,2014-04-30 00:00:00,B6.4
4071,2014-04-30 12:00:00,B6.4
4071,2014-05-01 00:00:00,B5.8
4071,2014-05-01 12:00:00,C4.4
4071,2014-05-02 00:00:00,C4.4
4071,2014-05-02 12:00:00,C5.3
4071,2014-05-03 00:00:00,C5.3
4071,2014-05-03 12:00:00,C2.5
